,template_name,task_type,filename,original_template,human_translation,gpt_few_shot,gpt_one_shot,gpt_zero_shot,mistral_few_shot,mistral_zero_shot
204,first_sentence_title,summarization,gigaword.yaml,"First sentence of the article: {{document}}

Title: ||| {{summary}}","
Prima frase dell'articolo: {{document}}

Titolo: ||| {{summary}}
","Prima frase dell'articolo: {{document}}

Titolo: ||| {{summary}}","Prima frase dell'articolo: {{document}}

Titolo: ||| {{summary}}","Prima frase dell'articolo: {{document}}

Titolo: ||| {{summary}}","Prima frase dell'articolo: {{document}}

Titolo: ||| {{summary}}","Titolo: ||| {{summary}}

ENGLISH: {{context}}"
205,TLDR,summarization,gigaword.yaml,"{{document}}

TL;DR: ||| {{summary}}","
{{document}}

TL;DR: ||| {{summary}}
","{{document}}

TL;DR: ||| {{summary}}","{{document}}

TL;DR: ||| {{summary}}","{{document}}

TL;DR: ||| {{summary}}","{{document}}

TL;DR: ||| {{summary}}","||| {{sommario}}

---

# {{title}}

## {{subtitle}}

{{context}}

---

## {{section1}}

{{section1_content}}

---

## {{section2}}

{{section2_content}}

---

## {{section3}}

{{section3_content}}

---

## {{section4}}

{{section4_content}}

---

## {{section5}}

{{section5_content}}

---

## {{section6}}

{{section6_content}}

---

## {{section7}}

{{section7_content}}

---

## {{section8}}

{{section8_content}}

---

## {{section9}}

{{section9_content}}

---

## {{section10}}

{{section10_content}}

---

## {{section11}}

{{section11_content}}

---

## {{section12}}

{{section12_content}}

---

## {{section13}}

{{section13_content}}

---

## {{section14}}

{{section14_content}}

---

## {{section15}}

{{section15_content}}

---

## {{section16}}

{{section16_content}}

---

##"
206,write_its_sentence,summarization,gigaword.yaml,"{{document}}

===

Given the above sentence, write its title: ||| {{summary}}","
{{document}}

===

Data la frase soprastante, scrivi il suo titolo: ||| {{summary}}
","Data la frase sopra, scrivi il suo titolo: ||| {{summary}}","Data la frase sopra, scrivi il suo titolo: ||| {{summary}}","{{document}}

===

Data la frase sopra, scrivi il suo titolo: ||| {{summary}}","Dato il seguente frase, scrivi il suo titolo: ||| {{summary}}","||| {{sommario}}

===

{{context}}

===

**{{title}}**

{{{document}}}

===

**{{summary}}**

{{{document}}}

===

**Related Links**

* [{{relatedLink1}}]({{relatedLink1URL}})
* [{{relatedLink2}}]({{relatedLink2URL}})
* [{{relatedLink3}}]({{relatedLink3URL}})

===

**Notes**

* {{notes}}

===

**References**

* {{references}}

===

**License**

* {{license}}

===

**Author**

* {{author}}

===

**Date**

* {{date}}

===

**Version**

* {{version}}

===

**Template**

* {{template}}

===

**Template Parameters**

* {{templateParameters}}

===

**Template Version**

* {{templateVersion}}

===

**Template Last Updated**

* {{templateLastUpdated}}

===

**Template Source**

* {{templateSource}}

===

**Template License**

* {{templateLicense}}

===

**Template Author**

* {{templateAuthor}}

===

**Template Version History**

* {{templateVersionHistory}}

===

**Template Version History Last Updated**

* {{templateVersionHistoryLastUpdated}}

===

**Template Version History Source**

* {{templateVersionHistorySource}}

===

**Template Version History License**"
207,write_a_title_for_this_sentence,summarization,gigaword.yaml,"Write a title for this sentence: {{document}} 

Title: ||| {{summary}}","
Scrivi un titolo per questa frase: {{document}} 

Titolo: ||| {{summary}}
","Scrivi un titolo per questa frase: {{document}} 

Titolo: ||| {{summary}}","Scrivi un titolo per questa frase: {{document}} 

Titolo: ||| {{summary}}","Scrivi un titolo per questa frase: {{document}} 

Titolo: ||| {{summary}}","Scrivi un titolo per questa frase: {{document}}

Titolo: ||| {{summary}}","Titolo per questa frase: {{document}}

ENGLISH: Write a title for this sentence: {{summary}}

Title: ||| {{document}}"
208,in_a_nutshell,summarization,gigaword.yaml,"{{document}} In a nutshell, ||| {{summary}}","
{{document}} In poche parole, ||| {{summary}}
","{{document}} In poche parole, ||| {{summary}}","{{document}} In poche parole, ||| {{summary}}","{{document}} In poche parole, ||| {{summary}}","{{document}} In breve, ||| {{summary}}","📄 In breve, ||| {{summary}}"
209,write_an_article,text generation,gigaword.yaml,"Title: {{summary}}

===

Write an article with the given title: ||| {{document}}","
Titolo: {{summary}}

===

Scrivi un artivolo con il seguente titolo: ||| {{document}}
","Titolo: {{summary}}

===

Scrivi un articolo con il titolo dato: ||| {{document}}","Titolo: {{summary}}

===

Scrivi un articolo con il titolo fornito: ||| {{document}}","Titolo: {{summary}}

===

Scrivi un articolo con il titolo fornito: ||| {{document}}","Titolo: {{summary}}

===

Scrivi un articolo con il titolo: ||| {{document}}","Titolo: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}

===

Articolo: {{document}}

===

Title: {{summary}}"
210,Summarize this dialogue:,summarization,samsum.yaml,"Summarize this dialogue: {{dialogue}} |||
{{summary}}","
Riassumi il seguente dialogo: {{dialogue}} |||
{{summary}}
",Riassumi questo dialogo: {{dialogue}} ||| {{summary}},"Riassumi questo dialogo: {{dialogue}} |||  
{{summary}}","Riassumi questo dialogo: {{dialogue}} |||  
{{summary}}","Riassumere questo dialogo: {{dialogue}} |||
{{summary}}","Riepilogo di questo dialogo: {{dialogue}} |||
{{riepilogo}}"
211,Given the above dialogue write a summary,summarization,samsum.yaml,"{{dialogue}}
Given the above dialogue, write a summary. |||
{{summary}}","
{{dialogue}}
Dato il dialogo soprastante, scrivi un riassunto. |||
{{summary}}
","{{dialogo}}  
Dato il dialogo sopra, scrivi un riassunto. |||  
{{riassunto}}","{{dialogo}}
Data il dialogo sopra, scrivi un riassunto. |||
{{riassunto}}","{{dialogo}}  
Data la conversazione sopra, scrivi un riassunto. |||  
{{riassunto}}","{{dialogue}}
Dato il dialogo precedente, scrivi una riepilogazione. |||
{{summary}}","Dialogo:
{{dialogue}}
Riassunto:
{{summary}}"
212,Summarize:,summarization,samsum.yaml,"Summarize: {{dialogue}}|||
{{summary}}","
Riassumi: {{dialogue}}|||
{{summary}}
","Riassumi: {{dialogue}}|||
{{summary}}","Riassumi: {{dialogue}}|||
{{summary}}","Riassumi: {{dialogue}}|||
{{summary}}","Riepiloga: {{dialogue}}|||
{{summary}}","Riepilogo: {{dialogue}}|||
{{riepilogo}}"
213,To sum up this dialog,summarization,samsum.yaml,"{{dialogue}}
To sum up this dialog:
|||{{summary}}","
{{dialogue}}
Per riassumere questo dialogo:
|||{{summary}}
","{{dialogo}}
Per riassumere questo dialogo:
|||{{riassunto}}","{{dialogue}}  
Per riassumere questo dialogo:  
|||{{summary}}","{{dialogo}}  
Per riassumere questo dialogo:  
|||{{riassunto}}","{{dialogue}}
Per riassumere questo dialogo:
|||{{summary}}","{{dialogue}}
A riassunto di questo dialogo:
|||{{summary}}"
214,Generate a summary for this dialogue,summarization,samsum.yaml,"Generate a summary for this dialogue:
{{dialogue}}
|||{{summary}}","
Genera un riassunto per questo dialogo:
{{dialogue}}
|||{{summary}}
","Genera un riassunto per questo dialogo:  
{{dialogue}}  
|||{{summary}}","Genera un riassunto per questo dialogo:  
{{dialogue}}  
|||{{summary}}","Genera un riassunto per questo dialogo:  
{{dialogue}}  
|||{{summary}}","Genera un riassunto per questo dialogo:
{{dialogue}}
|||{{summary}}","Genera un riassunto per questo dialogo:
|||{{riassunto}}"
215,Write a dialogue that match this summary,text generation,samsum.yaml,"Write a dialogue that matches this summary: {{summary}} |||
{{dialogue}}","
Scrivi un dialogo che corrisponda a questo riassunto: {{summary}} |||
{{dialogue}}
",Scrivi un dialogo che corrisponda a questo riassunto: {{summary}} ||| {{dialogue}},"Scrivi un dialogo che corrisponda a questo riassunto: {{summary}} |||  
{{dialogue}}","Scrivi un dialogo che corrisponda a questo riassunto: {{summary}} |||  
{{dialogue}}","Scrivi un dialogo che corrisponda a questa riassunto: {{summary}} |||
{{dialogue}}","Scrivi un dialogo che corrisponda a questa sommario: {{summary}} |||
{{dialogue}}

ENGLISH:
Summary: A customer is having trouble with their new smartphone and calls the customer service hotline.
Dialogue:
Customer: Hi, I just bought a new smartphone and I'm having trouble with it.
Customer Service Representative: Hello! I'm sorry to hear that you're having trouble. Can you please tell me what the issue is?
Customer: Well, I can't seem to get the phone to turn on. I've tried charging it, but it doesn't seem to be working.
Customer Service Representative: I see. Let me guide you through a few troubleshooting steps. First, try holding down the power button for about 30 seconds. If that doesn't work, try using a different charging cable and adapter.
Customer: I've already tried that, but it didn't help.
Customer Service Representative: I'm sorry to hear that. In that case, it might be a hardware issue. I'll need to arrange for a replacement phone to be sent to you.
Customer: That would be great, thank you!
Customer Service Representative: You're welcome! I'll get that arranged for you right away. You should receive an email with further instructions shortly. Is there anything else I can assist you with today?
Customer: No, that's all. Thank you for your help!
Customer Service Representative: You're welcome! Have a great day!"
216,Sum up the following dialogue,summarization,samsum.yaml,"Sum up the following dialogue: 
{{dialogue}}
|||{{summary}}","Riassumi il seguente dialogo: 

{{dialogue}}

|||{{summary}}
","Riassumi il seguente dialogo: 
{{dialogue}}
|||{{summary}}","Riassumi il seguente dialogo: 
{{dialogue}}
|||{{summary}}","Riassumi il seguente dialogo:  
{{dialogue}}  
|||{{summary}}","Riassumere il seguente dialogo:
{{dialogue}}
|||{{summary}}","{{dialogue}}
|||{{summary}}

ENGLISH:
{{dialogue}}
A: I'm not sure if I can make it to the meeting tomorrow. I have a lot of work to do.
B: That's too bad. I was really looking forward to discussing the new project with you.
A: I'm sorry. I'll try to reschedule.
B: Alright, let me know when we can meet."
217,DOC_write_summary_of_above,summarization,xsum.yaml,"{{document}}

===

Write a summary of the text above : ||| {{summary}}","
{{document}}



===



Scrivi un riassunto del testo qui sopra : ||| {{summary}}
","{{document}}

===

Scrivi un riassunto del testo sopra: ||| {{summary}}","{{document}}

===

Scrivi un riassunto del testo sopra: ||| {{summary}}","{{document}}

===

Scrivi un riassunto del testo sopra: ||| {{summary}}","===

Read the following context and choose the best option to answer the question.
Context: {{ context }}
Question: {{ question }}
Options:  - {{ answer_choices | join(""\n - "") }}
|||
{{ answer_choices[label] }}","||| {{document}}

===

Write a title for the text above : ||| {{title}}"
218,article_DOC_summary,summarization,xsum.yaml,"Article: {{document}}

Summary: ||| {{summary}}","
Articolo: {{document}}



Riassunto: ||| {{summary}}
","Articolo: {{document}}

Riepilogo: ||| {{summary}}","Articolo: {{document}}

Riepilogo: ||| {{summary}}","Articolo: {{document}}

Riepilogo: ||| {{summary}}","Articolo: {{document}}

Riassunto: ||| {{summary}}","Articolo: {{document}}

Riassunto: ||| {{summary}}"
219,DOC_how_would_you_rephrase_few_words,summarization,xsum.yaml,"{{document}}
How would you rephrase that in a few words? ||| {{summary}}","
{{document}}

Come lo riscriveresti in poche parole? ||| {{summary}}
","{{document}}  
Come riformuleresti ciÃ² in poche parole? ||| {{summary}}","{{document}}  
Come riformuleresti ciÃ² in poche parole? ||| {{summary}}","{{document}}  
Come riformuleresti ciÃ² in poche parole? ||| {{summary}}",Come si potrebbe rielaborare in poche parole? ||| {{summary}},"{{document}}
Come si potrebbe rielaborare in poche parole? ||| {{summary}}"
220,college_roommate_asked_DOC_so_I_recap,summarization,xsum.yaml,"My college roommate asked me what this article means:

{{document}}

So I recapped it in layman's terms: ||| {{summary}}","
Il mio compagno di stanza del college mi ha chiesto cosa dice questo articolo:



{{document}}



Quindi l'ho riassunto in termini semplici: ||| {{summary}}
","Il mio compagno di stanza al college mi ha chiesto cosa significa questo articolo:

{{document}}

Quindi l'ho riassunto in termini semplici: ||| {{summary}}","Il mio compagno di stanza al college mi ha chiesto cosa significhi questo articolo:

{{document}}

Quindi l'ho riassunto in termini semplici: ||| {{summary}}","Il mio compagno di stanza al college mi ha chiesto cosa significhi questo articolo:

{{document}}

Quindi l'ho riassunto in termini semplici: ||| {{summary}}","Il compagno di stanza della mia università mi ha chiesto cosa significa questo articolo:

{{document}}

Così ho riassunto in termini semplici: ||| {{summary}}","Il compagno di stanza della mia università mi ha chiesto cosa significa questo articolo:

{{document}}

Quindi ho riassunto in termini semplici: ||| {{summary}}"
221,DOC_boils_down_to_simple_idea_that,summarization,xsum.yaml,"{{document}}
This boils down to the simple idea that ||| {{summary}}","
{{document}}

Si riduce alla semplice idea che ||| {{summary}}
","{{document}}  
Questo si riduce all'idea semplice che ||| {{summary}}","{{document}}  
Questo si riduce all'idea semplice che ||| {{summary}}","{{document}}  
Questo si riduce all'idea semplice che ||| {{summary}}",Questo si riduce alla semplice idea che ||| {{summary}},"Questo si riduce alla semplice idea che ||| {{summary}}

ENGLISH: {{context}}"
